nohup: ignoring input
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/anant/.netrc.
wandb: Currently logged in as: anant-jain (dcll-iiitd) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 5b2u4osk
wandb: Tracking run with wandb version 0.29.0
wandb: Run data is saved locally in /home/anant/update-trinity/Trinity-opt-DSAA2026/wandb/run-20260910_193526-5b2u4osk
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run adam
wandb: ⭐️ View project at https://wandb.ai/dcll-iiitd/ablation-new-transformer
wandb: 🚀 View run at https://wandb.ai/dcll-iiitd/ablation-new-transformer/runs/5b2u4osk
[*] Generated Long-Tailed CIFAR-10 (Imbalance: 0.01). Total train samples: 12406
[adam] Epoch 1/200 - Loss: 1.3929, Val Acc: 19.07%, Head: 23.84%, Med: 0.00%, Tail: 0.00%
[trinity] Epoch 2/200 - Loss: 1.2521, Val Acc: 21.59%, Head: 26.99%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.874, nu: 0.007, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 3/200 - Loss: 1.1540, Val Acc: 23.91%, Head: 29.89%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.811, nu: 0.039, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 4/200 - Loss: 1.0880, Val Acc: 21.86%, Head: 27.32%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.684, nu: 0.132, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 5/200 - Loss: 1.0366, Val Acc: 27.08%, Head: 33.85%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.621, nu: 0.145, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 6/200 - Loss: 1.0097, Val Acc: 26.79%, Head: 33.49%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.558, nu: 0.191, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 7/200 - Loss: 0.9690, Val Acc: 33.17%, Head: 41.46%, Med: 0.00%, Tail: 0.00% | SO: 0/38, rho: 0.432, nu: 0.270, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 8/200 - Loss: 0.9422, Val Acc: 29.52%, Head: 36.90%, Med: 0.00%, Tail: 0.00% | SO: 2/38, rho: 0.388, nu: 0.296, escape: 0, kfac_inv: 0/0, graft_scale: 1.000
[trinity] Epoch 9/200 - Loss: 0.9152, Val Acc: 29.32%, Head: 36.65%, Med: 0.00%, Tail: 0.00% | SO: 6/38, rho: 0.362, nu: 0.296, escape: 0, kfac_inv: 2/2, graft_scale: 0.977
[trinity] Epoch 10/200 - Loss: 0.8833, Val Acc: 30.03%, Head: 37.54%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.337, nu: 0.283, escape: 0, kfac_inv: 8/8, graft_scale: 0.906
[trinity] Epoch 11/200 - Loss: 0.8559, Val Acc: 33.33%, Head: 41.66%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.287, nu: 0.322, escape: 0, kfac_inv: 8/8, graft_scale: 0.904
[trinity] Epoch 12/200 - Loss: 0.8543, Val Acc: 32.24%, Head: 40.30%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.261, nu: 0.276, escape: 0, kfac_inv: 8/8, graft_scale: 0.912
[trinity] Epoch 13/200 - Loss: 0.8265, Val Acc: 32.59%, Head: 40.74%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.236, nu: 0.270, escape: 0, kfac_inv: 8/8, graft_scale: 0.903
[trinity] Epoch 14/200 - Loss: 0.8163, Val Acc: 35.15%, Head: 43.94%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.186, nu: 0.316, escape: 0, kfac_inv: 8/8, graft_scale: 0.908
[trinity] Epoch 15/200 - Loss: 0.8059, Val Acc: 35.33%, Head: 44.16%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.160, nu: 0.316, escape: 0, kfac_inv: 8/8, graft_scale: 0.920
[trinity] Epoch 16/200 - Loss: 0.7822, Val Acc: 33.20%, Head: 41.50%, Med: 0.00%, Tail: 0.00% | SO: 8/38, rho: 0.150, nu: 0.296, escape: 0, kfac_inv: 8/8, graft_scale: 0.917
[trinity] Epoch 17/200 - Loss: 0.7738, Val Acc: 40.90%, Head: 50.98%, Med: 0.60%, Tail: 0.00% | SO: 8/38, rho: 0.140, nu: 0.303, escape: 0, kfac_inv: 8/8, graft_scale: 0.899
[trinity] Epoch 18/200 - Loss: 0.7628, Val Acc: 38.77%, Head: 48.08%, Med: 1.55%, Tail: 0.00% | SO: 8/38, rho: 0.120, nu: 0.309, escape: 0, kfac_inv: 8/8, graft_scale: 0.896
[trinity] Epoch 19/200 - Loss: 0.7489, Val Acc: 39.73%, Head: 49.52%, Med: 0.55%, Tail: 0.00% | SO: 8/38, rho: 0.110, nu: 0.329, escape: 0, kfac_inv: 8/8, graft_scale: 0.902
[trinity] Epoch 20/200 - Loss: 0.7332, Val Acc: 35.15%, Head: 43.80%, Med: 0.55%, Tail: 0.00% | SO: 8/38, rho: 0.100, nu: 0.309, escape: 0, kfac_inv: 8/8, graft_scale: 0.907
[trinity] Epoch 21/200 - Loss: 0.7401, Val Acc: 39.84%, Head: 49.50%, Med: 1.20%, Tail: 0.00% | SO: 8/38, rho: 0.079, nu: 0.276, escape: 0, kfac_inv: 8/8, graft_scale: 0.917
[trinity] Epoch 22/200 - Loss: 0.7108, Val Acc: 37.30%, Head: 45.79%, Med: 3.35%, Tail: 0.00% | SO: 8/38, rho: 0.069, nu: 0.276, escape: 0, kfac_inv: 8/8, graft_scale: 0.891
[trinity] Epoch 23/200 - Loss: 0.7061, Val Acc: 40.16%, Head: 49.95%, Med: 1.00%, Tail: 0.00% | SO: 8/38, rho: 0.062, nu: 0.316, escape: 0, kfac_inv: 8/8, graft_scale: 0.901
[trinity] Epoch 24/200 - Loss: 0.6927, Val Acc: 42.70%, Head: 51.49%, Med: 7.55%, Tail: 0.00% | SO: 8/38, rho: 0.054, nu: 0.296, escape: 0, kfac_inv: 8/8, graft_scale: 0.894
[trinity] Epoch 25/200 - Loss: 0.6701, Val Acc: 42.64%, Head: 51.52%, Med: 7.10%, Tail: 0.00% | SO: 8/38, rho: 0.050, nu: 0.316, escape: 0, kfac_inv: 8/8, graft_scale: 0.891
[trinity] Epoch 26/200 - Loss: 0.6664, Val Acc: 40.06%, Head: 49.44%, Med: 2.55%, Tail: 0.00% | SO: 8/38, rho: 0.046, nu: 0.270, escape: 0, kfac_inv: 8/8, graft_scale: 0.902
[trinity] Epoch 27/200 - Loss: 0.6549, Val Acc: 38.12%, Head: 46.62%, Med: 4.10%, Tail: 0.00% | SO: 8/38, rho: 0.042, nu: 0.276, escape: 0, kfac_inv: 8/8, graft_scale: 0.901
[trinity] Epoch 28/200 - Loss: 0.6426, Val Acc: 42.33%, Head: 52.24%, Med: 2.70%, Tail: 0.00% | SO: 8/38, rho: 0.034, nu: 0.250, escape: 0, kfac_inv: 8/8, graft_scale: 0.903
[trinity] Epoch 29/200 - Loss: 0.6329, Val Acc: 40.81%, Head: 50.33%, Med: 2.75%, Tail: 0.00% | SO: 8/38, rho: 0.030, nu: 0.283, escape: 0, kfac_inv: 8/8, graft_scale: 0.909
[trinity] Epoch 30/200 - Loss: 0.6353, Val Acc: 43.72%, Head: 53.44%, Med: 4.85%, Tail: 0.00% | SO: 8/38, rho: 0.026, nu: 0.204, escape: 0, kfac_inv: 8/8, graft_scale: 0.876
[trinity] Epoch 31/200 - Loss: 0.6137, Val Acc: 43.83%, Head: 52.09%, Med: 10.80%, Tail: 0.00% | SO: 8/38, rho: 0.023, nu: 0.230, escape: 0, kfac_inv: 8/8, graft_scale: 0.883
[trinity] Epoch 32/200 - Loss: 0.6060, Val Acc: 42.87%, Head: 51.98%, Med: 6.45%, Tail: 0.00% | SO: 8/38, rho: 0.021, nu: 0.204, escape: 0, kfac_inv: 8/8, graft_scale: 0.890
[trinity] Epoch 33/200 - Loss: 0.5872, Val Acc: 41.14%, Head: 50.04%, Med: 5.55%, Tail: 0.00% | SO: 8/38, rho: 0.020, nu: 0.164, escape: 0, kfac_inv: 8/8, graft_scale: 0.890
[trinity] Epoch 34/200 - Loss: 0.5726, Val Acc: 46.00%, Head: 55.40%, Med: 8.40%, Tail: 0.00% | SO: 8/38, rho: 0.018, nu: 0.164, escape: 0, kfac_inv: 0/0, graft_scale: 0.907
[trinity] Epoch 35/200 - Loss: 0.5612, Val Acc: 45.24%, Head: 54.54%, Med: 8.05%, Tail: 0.00% | SO: 8/38, rho: 0.015, nu: 0.197, escape: 0, kfac_inv: 8/8, graft_scale: 0.887
[trinity] Epoch 36/200 - Loss: 0.5583, Val Acc: 40.46%, Head: 49.41%, Med: 4.65%, Tail: 0.00% | SO: 8/38, rho: 0.013, nu: 0.211, escape: 0, kfac_inv: 8/8, graft_scale: 0.893
[trinity] Epoch 37/200 - Loss: 0.5374, Val Acc: 44.39%, Head: 52.86%, Med: 10.50%, Tail: 0.00% | SO: 8/38, rho: 0.012, nu: 0.204, escape: 0, kfac_inv: 8/8, graft_scale: 0.897
[trinity] Epoch 38/200 - Loss: 0.5227, Val Acc: 43.87%, Head: 53.46%, Med: 5.50%, Tail: 0.00% | SO: 8/38, rho: 0.010, nu: 0.211, escape: 0, kfac_inv: 8/8, graft_scale: 0.895
[trinity] Epoch 39/200 - Loss: 0.5126, Val Acc: 46.37%, Head: 54.27%, Med: 14.75%, Tail: 0.00% | SO: 8/38, rho: 0.009, nu: 0.197, escape: 0, kfac_inv: 8/8, graft_scale: 0.903
[trinity] Epoch 40/200 - Loss: 0.4952, Val Acc: 44.54%, Head: 53.74%, Med: 7.75%, Tail: 0.00% | SO: 8/38, rho: 0.009, nu: 0.171, escape: 0, kfac_inv: 8/8, graft_scale: 0.897
[trinity] Epoch 41/200 - Loss: 0.4857, Val Acc: 45.43%, Head: 53.58%, Med: 12.85%, Tail: 0.00% | SO: 8/38, rho: 0.007, nu: 0.211, escape: 0, kfac_inv: 8/8, graft_scale: 0.900
[trinity] Epoch 42/200 - Loss: 0.4640, Val Acc: 46.34%, Head: 54.84%, Med: 12.35%, Tail: 0.00% | SO: 8/38, rho: 0.007, nu: 0.164, escape: 0, kfac_inv: 8/8, graft_scale: 0.899
[trinity] Epoch 43/200 - Loss: 0.4540, Val Acc: 45.35%, Head: 54.96%, Med: 6.90%, Tail: 0.00% | SO: 8/38, rho: 0.006, nu: 0.184, escape: 0, kfac_inv: 8/8, graft_scale: 0.902
[trinity] Epoch 44/200 - Loss: 0.4269, Val Acc: 45.67%, Head: 55.46%, Med: 6.50%, Tail: 0.00% | SO: 8/38, rho: 0.005, nu: 0.191, escape: 0, kfac_inv: 8/8, graft_scale: 0.897
[trinity] Epoch 45/200 - Loss: 0.4252, Val Acc: 44.56%, Head: 54.55%, Med: 4.60%, Tail: 0.00% | SO: 8/38, rho: 0.004, nu: 0.243, escape: 0, kfac_inv: 8/8, graft_scale: 0.899
[trinity] Epoch 46/200 - Loss: 0.4058, Val Acc: 43.94%, Head: 53.99%, Med: 3.75%, Tail: 0.00% | SO: 8/38, rho: 0.004, nu: 0.224, escape: 0, kfac_inv: 8/8, graft_scale: 0.894
[trinity] Epoch 47/200 - Loss: 0.3925, Val Acc: 46.52%, Head: 55.19%, Med: 11.85%, Tail: 0.00% | SO: 8/38, rho: 0.004, nu: 0.270, escape: 0, kfac_inv: 8/8, graft_scale: 0.896
[trinity] Epoch 48/200 - Loss: 0.3757, Val Acc: 43.44%, Head: 51.02%, Med: 13.10%, Tail: 0.00% | SO: 8/38, rho: 0.003, nu: 0.270, escape: 0, kfac_inv: 8/8, graft_scale: 0.894
[trinity] Epoch 49/200 - Loss: 0.3628, Val Acc: 47.77%, Head: 56.39%, Med: 13.30%, Tail: 0.00% | SO: 8/38, rho: 0.003, nu: 0.270, escape: 0, kfac_inv: 8/8, graft_scale: 0.895
[trinity] Epoch 50/200 - Loss: 0.3492, Val Acc: 45.47%, Head: 53.94%, Med: 11.60%, Tail: 0.00% | SO: 8/38, rho: 0.003, nu: 0.257, escape: 0, kfac_inv: 8/8, graft_scale: 0.901
[trinity] Epoch 51/200 - Loss: 0.3391, Val Acc: 46.47%, Head: 56.11%, Med: 7.90%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.204, escape: 0, kfac_inv: 8/8, graft_scale: 0.892
[trinity] Epoch 52/200 - Loss: 0.3158, Val Acc: 44.97%, Head: 53.79%, Med: 9.70%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.145, escape: 0, kfac_inv: 8/8, graft_scale: 0.893
[trinity] Epoch 53/200 - Loss: 0.3062, Val Acc: 46.32%, Head: 56.61%, Med: 5.15%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.132, escape: 0, kfac_inv: 8/8, graft_scale: 0.889
[trinity] Epoch 54/200 - Loss: 0.2860, Val Acc: 48.06%, Head: 56.56%, Med: 14.05%, Tail: 0.00% | SO: 8/38, rho: 0.002, nu: 0.118, escape: 0, kfac_inv: 8/8, graft_scale: 0.890
[trinity] Epoch 55/200 - Loss: 0.2719, Val Acc: 46.83%, Head: 55.56%, Med: 11.90%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.092, escape: 0, kfac_inv: 8/8, graft_scale: 0.893
[trinity] Epoch 56/200 - Loss: 0.2790, Val Acc: 46.91%, Head: 55.35%, Med: 13.15%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.099, escape: 0, kfac_inv: 8/8, graft_scale: 0.883
[trinity] Epoch 57/200 - Loss: 0.2496, Val Acc: 47.22%, Head: 55.36%, Med: 14.65%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.086, escape: 0, kfac_inv: 8/8, graft_scale: 0.882
[trinity] Epoch 58/200 - Loss: 0.2369, Val Acc: 46.09%, Head: 55.02%, Med: 10.35%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.112, escape: 0, kfac_inv: 8/8, graft_scale: 0.892
[trinity] Epoch 59/200 - Loss: 0.2362, Val Acc: 46.18%, Head: 54.55%, Med: 12.70%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.105, escape: 0, kfac_inv: 8/8, graft_scale: 0.888
[trinity] Epoch 60/200 - Loss: 0.2169, Val Acc: 47.68%, Head: 56.19%, Med: 13.65%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.105, escape: 0, kfac_inv: 8/8, graft_scale: 0.887
[trinity] Epoch 61/200 - Loss: 0.2052, Val Acc: 46.48%, Head: 54.24%, Med: 15.45%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.112, escape: 0, kfac_inv: 8/8, graft_scale: 0.891
[trinity] Epoch 62/200 - Loss: 0.1950, Val Acc: 45.36%, Head: 53.77%, Med: 11.70%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.105, escape: 0, kfac_inv: 8/8, graft_scale: 0.893
[trinity] Epoch 63/200 - Loss: 0.1866, Val Acc: 48.20%, Head: 56.19%, Med: 16.25%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.079, escape: 0, kfac_inv: 8/8, graft_scale: 0.887
[trinity] Epoch 64/200 - Loss: 0.1772, Val Acc: 45.73%, Head: 54.36%, Med: 11.20%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.092, escape: 0, kfac_inv: 8/8, graft_scale: 0.884
[trinity] Epoch 65/200 - Loss: 0.1718, Val Acc: 47.67%, Head: 55.89%, Med: 14.80%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.059, escape: 0, kfac_inv: 8/8, graft_scale: 0.887
[trinity] Epoch 66/200 - Loss: 0.1626, Val Acc: 48.65%, Head: 57.54%, Med: 13.10%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.072, escape: 0, kfac_inv: 8/8, graft_scale: 0.894
[trinity] Epoch 67/200 - Loss: 0.1545, Val Acc: 45.86%, Head: 52.67%, Med: 18.60%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.112, escape: 0, kfac_inv: 0/0, graft_scale: 0.887
[trinity] Epoch 68/200 - Loss: 0.1543, Val Acc: 46.00%, Head: 54.34%, Med: 12.65%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.118, escape: 0, kfac_inv: 8/8, graft_scale: 0.888
[trinity] Epoch 69/200 - Loss: 0.1419, Val Acc: 45.77%, Head: 55.46%, Med: 7.00%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.138, escape: 0, kfac_inv: 8/8, graft_scale: 0.884
[trinity] Epoch 70/200 - Loss: 0.1272, Val Acc: 47.41%, Head: 55.01%, Med: 17.00%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.171, escape: 0, kfac_inv: 8/8, graft_scale: 0.883
[trinity] Epoch 71/200 - Loss: 0.1300, Val Acc: 47.21%, Head: 55.55%, Med: 13.85%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.164, escape: 0, kfac_inv: 8/8, graft_scale: 0.890
[trinity] Epoch 72/200 - Loss: 0.1242, Val Acc: 47.99%, Head: 55.90%, Med: 16.35%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.197, escape: 0, kfac_inv: 8/8, graft_scale: 0.897
[trinity] Epoch 73/200 - Loss: 0.1219, Val Acc: 47.54%, Head: 55.77%, Med: 14.60%, Tail: 0.00% | SO: 8/38, rho: 0.001, nu: 0.178, escape: 0, kfac_inv: 8/8, graft_scale: 0.903
[trinity] Epoch 74/200 - Loss: 0.1179, Val Acc: 49.09%, Head: 57.50%, Med: 15.45%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.151, escape: 0, kfac_inv: 8/8, graft_scale: 0.908
[trinity] Epoch 75/200 - Loss: 0.1058, Val Acc: 48.08%, Head: 55.26%, Med: 19.35%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.158, escape: 0, kfac_inv: 8/8, graft_scale: 0.906
[trinity] Epoch 76/200 - Loss: 0.1040, Val Acc: 48.25%, Head: 55.50%, Med: 19.25%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.145, escape: 0, kfac_inv: 8/8, graft_scale: 0.904
[trinity] Epoch 77/200 - Loss: 0.0932, Val Acc: 46.68%, Head: 54.95%, Med: 13.60%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.118, escape: 0, kfac_inv: 8/8, graft_scale: 0.898
[trinity] Epoch 78/200 - Loss: 0.0967, Val Acc: 47.46%, Head: 55.19%, Med: 16.55%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.092, escape: 0, kfac_inv: 8/8, graft_scale: 0.898
[trinity] Epoch 79/200 - Loss: 0.0872, Val Acc: 47.72%, Head: 56.19%, Med: 13.85%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.105, escape: 0, kfac_inv: 8/8, graft_scale: 0.907
[trinity] Epoch 80/200 - Loss: 0.0855, Val Acc: 48.18%, Head: 56.73%, Med: 14.00%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.079, escape: 0, kfac_inv: 8/8, graft_scale: 0.904
[trinity] Epoch 81/200 - Loss: 0.0802, Val Acc: 46.09%, Head: 54.49%, Med: 12.50%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.092, escape: 0, kfac_inv: 8/8, graft_scale: 0.901
[trinity] Epoch 82/200 - Loss: 0.0814, Val Acc: 47.24%, Head: 55.92%, Med: 12.50%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.086, escape: 0, kfac_inv: 8/8, graft_scale: 0.907
[trinity] Epoch 83/200 - Loss: 0.0720, Val Acc: 46.67%, Head: 54.59%, Med: 15.00%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.092, escape: 0, kfac_inv: 8/8, graft_scale: 0.903
[trinity] Epoch 84/200 - Loss: 0.0736, Val Acc: 46.36%, Head: 55.39%, Med: 10.25%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.099, escape: 0, kfac_inv: 8/8, graft_scale: 0.914
[trinity] Epoch 85/200 - Loss: 0.0705, Val Acc: 46.23%, Head: 55.50%, Med: 9.15%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.092, escape: 0, kfac_inv: 8/8, graft_scale: 0.926
[trinity] Epoch 86/200 - Loss: 0.0700, Val Acc: 49.27%, Head: 58.05%, Med: 14.15%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.079, escape: 0, kfac_inv: 8/8, graft_scale: 0.912
[trinity] Epoch 87/200 - Loss: 0.0624, Val Acc: 48.34%, Head: 58.19%, Med: 8.95%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.092, escape: 0, kfac_inv: 8/8, graft_scale: 0.918
[trinity] Epoch 88/200 - Loss: 0.0675, Val Acc: 47.42%, Head: 56.74%, Med: 10.15%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.118, escape: 0, kfac_inv: 8/8, graft_scale: 0.919
[trinity] Epoch 89/200 - Loss: 0.0611, Val Acc: 48.12%, Head: 56.83%, Med: 13.30%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.138, escape: 0, kfac_inv: 8/8, graft_scale: 0.922
[trinity] Epoch 90/200 - Loss: 0.0521, Val Acc: 46.18%, Head: 55.24%, Med: 9.95%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.145, escape: 0, kfac_inv: 8/8, graft_scale: 0.933
[trinity] Epoch 91/200 - Loss: 0.0536, Val Acc: 47.48%, Head: 55.94%, Med: 13.65%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.132, escape: 0, kfac_inv: 8/8, graft_scale: 0.938
[trinity] Epoch 92/200 - Loss: 0.0568, Val Acc: 47.13%, Head: 56.34%, Med: 10.30%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.132, escape: 0, kfac_inv: 8/8, graft_scale: 0.943
[trinity] Epoch 93/200 - Loss: 0.0531, Val Acc: 47.44%, Head: 56.79%, Med: 10.05%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.132, escape: 0, kfac_inv: 8/8, graft_scale: 0.939
[trinity] Epoch 94/200 - Loss: 0.0465, Val Acc: 46.37%, Head: 55.61%, Med: 9.40%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.138, escape: 0, kfac_inv: 8/8, graft_scale: 0.938
[trinity] Epoch 95/200 - Loss: 0.0430, Val Acc: 46.68%, Head: 55.64%, Med: 10.85%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.099, escape: 0, kfac_inv: 8/8, graft_scale: 0.936
[trinity] Epoch 96/200 - Loss: 0.0451, Val Acc: 47.28%, Head: 56.14%, Med: 11.85%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.112, escape: 0, kfac_inv: 8/8, graft_scale: 0.944
[trinity] Epoch 97/200 - Loss: 0.0436, Val Acc: 46.43%, Head: 53.90%, Med: 16.55%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.118, escape: 0, kfac_inv: 8/8, graft_scale: 0.946
[trinity] Epoch 98/200 - Loss: 0.0466, Val Acc: 47.44%, Head: 56.34%, Med: 11.85%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.112, escape: 0, kfac_inv: 8/8, graft_scale: 0.942
[trinity] Epoch 99/200 - Loss: 0.0384, Val Acc: 45.88%, Head: 54.23%, Med: 12.50%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.112, escape: 0, kfac_inv: 8/8, graft_scale: 0.942
[trinity] Epoch 100/200 - Loss: 0.0421, Val Acc: 45.73%, Head: 55.50%, Med: 6.65%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.132, escape: 0, kfac_inv: 8/8, graft_scale: 0.924
[trinity] Epoch 101/200 - Loss: 0.0402, Val Acc: 47.96%, Head: 56.35%, Med: 14.40%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.145, escape: 0, kfac_inv: 0/0, graft_scale: 0.926
[trinity] Epoch 102/200 - Loss: 0.0362, Val Acc: 48.12%, Head: 57.30%, Med: 11.40%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.164, escape: 0, kfac_inv: 8/8, graft_scale: 0.929
[trinity] Epoch 103/200 - Loss: 0.0371, Val Acc: 45.63%, Head: 54.45%, Med: 10.35%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.125, escape: 0, kfac_inv: 8/8, graft_scale: 0.916
[trinity] Epoch 104/200 - Loss: 0.0295, Val Acc: 47.55%, Head: 57.05%, Med: 9.55%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.125, escape: 0, kfac_inv: 8/8, graft_scale: 0.927
[trinity] Epoch 105/200 - Loss: 0.0313, Val Acc: 46.24%, Head: 54.99%, Med: 11.25%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.099, escape: 0, kfac_inv: 8/8, graft_scale: 0.926
[trinity] Epoch 106/200 - Loss: 0.0324, Val Acc: 47.26%, Head: 56.01%, Med: 12.25%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.118, escape: 0, kfac_inv: 8/8, graft_scale: 0.928
[trinity] Epoch 107/200 - Loss: 0.0311, Val Acc: 46.32%, Head: 56.38%, Med: 6.10%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.112, escape: 0, kfac_inv: 8/8, graft_scale: 0.920
[trinity] Epoch 108/200 - Loss: 0.0309, Val Acc: 47.37%, Head: 56.20%, Med: 12.05%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.099, escape: 0, kfac_inv: 8/8, graft_scale: 0.908
[trinity] Epoch 109/200 - Loss: 0.0250, Val Acc: 46.03%, Head: 55.25%, Med: 9.15%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.086, escape: 0, kfac_inv: 8/8, graft_scale: 0.916
[trinity] Epoch 110/200 - Loss: 0.0291, Val Acc: 46.72%, Head: 54.71%, Med: 14.75%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.132, escape: 0, kfac_inv: 8/8, graft_scale: 0.914
[trinity] Epoch 111/200 - Loss: 0.0201, Val Acc: 47.77%, Head: 56.27%, Med: 13.75%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.132, escape: 0, kfac_inv: 8/8, graft_scale: 0.918
[trinity] Epoch 112/200 - Loss: 0.0274, Val Acc: 47.78%, Head: 56.60%, Med: 12.50%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.138, escape: 0, kfac_inv: 8/8, graft_scale: 0.927
[trinity] Epoch 113/200 - Loss: 0.0228, Val Acc: 47.22%, Head: 56.45%, Med: 10.30%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.151, escape: 0, kfac_inv: 8/8, graft_scale: 0.933
[trinity] Epoch 114/200 - Loss: 0.0252, Val Acc: 47.04%, Head: 55.56%, Med: 12.95%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.132, escape: 0, kfac_inv: 8/8, graft_scale: 0.918
[trinity] Epoch 115/200 - Loss: 0.0222, Val Acc: 47.09%, Head: 54.23%, Med: 18.55%, Tail: 0.00% | SO: 8/38, rho: 0.000, nu: 0.118, escape: 0, kfac_inv: 8/8, graft_scale: 0.921
